t,x,y,psi,u,v,r,tau_u,tau_v,tau_r,current_x,current_y
0.21980786323547363,1.073905499271552,0.0,0.0,0.1829027698787256,0.0,0.0,-2.402443972131097,0.0,0.0,0.3,0.0
0.22984051704406738,1.075729566836982,0.0,0.0,0.1819115503417592,0.0,0.0,-2.4103716195855704,0.0,0.0,0.3,0.0
0.2397472858428955,1.077543746416474,0.0,0.0,0.18092517222562432,0.0,0.0,-2.4103716195855704,0.0,0.0,0.3,0.0
0.25057363510131836,1.0793480635465853,0.0,0.0,0.17993906371196652,0.0,0.0,-2.4181578811069153,0.0,0.0,0.3,0.0
0.26035165786743164,1.0811425438835796,0.0,0.0,0.17895781305315828,0.0,0.0,-2.4181578811069153,0.0,0.0,0.3,0.0
0.2697470188140869,1.08292721353065,0.0,0.0,0.1779769288553182,0.0,0.0,-2.4258063923815296,0.0,0.0,0.3,0.0
0.2798447608947754,1.0847020987042986,0.0,0.0,0.1770009177365184,0.0,0.0,-2.4258063923815296,0.0,0.0,0.3,0.0
0.2898223400115967,1.086467226051766,0.0,0.0,0.1760253666298011,0.0,0.0,-2.4333207253075364,0.0,0.0,0.3,0.0
0.29999852180480957,1.0882226223272455,0.0,0.0,0.17505470262384623,0.0,0.0,-2.4333207253075364,0.0,0.0,0.3,0.0
0.3102531433105469,1.0899683146997008,0.0,0.0,0.17408458891917258,0.0,0.0,-2.440704387795269,0.0,0.0,0.3,0.0
0.32022953033447266,1.0917043304387375,0.0,0.0,0.17311937514279216,0.0,0.0,-2.440704387795269,0.0,0.0,0.3,0.0
0.3301074504852295,1.093430697212992,0.0,0.0,0.1721547987414214,0.0,0.0,-2.447960823626904,0.0,0.0,0.3,0.0
0.3399927616119385,1.0951474427854822,0.0,0.0,0.17119513391084487,0.0,0.0,-2.447960823626904,0.0,0.0,0.3,0.0
0.3501124382019043,1.096854595302748,0.0,0.0,0.17023619036089851,0.0,0.0,-2.4550934123726877,0.0,0.0,0.3,0.0
0.36039257049560547,1.098552182999507,0.0,0.0,0.1692821688492301,0.0,0.0,-2.4550934123726877,0.0,0.0,0.3,0.0
0.37003445625305176,1.1002402344787257,0.0,0.0,0.1683289494039181,0.0,0.0,-2.462105469361015,0.0,0.0,0.3,0.0
0.380129337310791,1.1019187784254025,0.0,0.0,0.16738066130017942,0.0,0.0,-2.462105469361015,0.0,0.0,0.3,0.0
0.38982510566711426,1.1035878438777524,0.0,0.0,0.1664332529776271,0.0,0.0,-2.469000245703554,0.0,0.0,0.3,0.0
0.3999471664428711,1.1052474599499402,0.0,0.0,0.16549078414736593,0.0,0.0,-2.469000245703554,0.0,0.0,0.3,0.0
0.40994811058044434,1.1068976560945578,0.0,0.0,0.16454926979194337,0.0,0.0,-2.475780928370164,0.0,0.0,0.3,0.0
0.4199857711791992,1.1085384618341318,0.0,0.0,0.1636127019393102,0.0,0.0,-2.475780928370164,0.0,0.0,0.3,0.0
0.4301626682281494,1.1101699070150728,0.0,0.0,0.16267716028436421,0.0,0.0,-2.4824506403151085,0.0,0.0,0.3,0.0
0.4405672550201416,1.1117920215477821,0.0,0.0,0.16174657101555634,0.0,0.0,-2.4824506403151085,0.0,0.0,0.3,0.0
0.4500465393066406,1.1134048356522512,0.0,0.0,0.16081707674744752,0.0,0.0,-2.48901244064986,0.0,0.0,0.3,0.0
0.4601447582244873,1.115008379606593,0.0,0.0,0.15989253963542355,0.0,0.0,-2.48901244064986,0.0,0.0,0.3,0.0
